=== Test 1 ===
172, 117.39999771118164
172, 117.39999771118164
179, 146.39999771118164
183, 134.39999771118164
183, 134.39999771118164
183, 134.39999771118164
183, 134.39999771118164
183, 134.39999771118164
177, 134.39999771118164
170, 136.39999771118164
170, 138.39999771118164
176, 123.39999771118164
176, 130.39999771118164
178, 134.39999771118164
196, 170.5999984741211
196, 170.5999984741211
196, 170.5999984741211
196, 170.5999984741211
196, 170.5999984741211
196, 170.5999984741211
196, 170.5999984741211
195, 172.5999984741211
11, 78.5999984741211
221, 205.39999771118164
172, 57.39999771118164
220, 113.5999984741211
220, 113.5999984741211
224, 121.5999984741211
234, 145.5999984741211
73, 32.599998474121094
168, 117.5999984741211
112, 110.5999984741211
102, 154.5999984741211
204, 189.5999984741211
236, 121.5999984741211
292, 145.5999984741211
288, 145.5999984741211
288, 145.5999984741211
288, 145.5999984741211
200, 178.5999984741211
178, 173.5999984741211
128, 123.5999984741211
127, 104.5999984741211
165, 113.5999984741211
187, 23.599998474121094
192, 93.5999984741211
201, 112.5999984741211
208, 130.5999984741211
212, 145.5999984741211
211, 145.5999984741211
231, 1.5999984741210938
231, 3.5999984741210938
184, 84.5999984741211
180, 88.5999984741211
205, 127.5999984741211
282, 208.5999984741211
282, 238.5999984741211
288, 231.5999984741211
288, 231.5999984741211
284, 218.5999984741211
236, 94.5999984741211
158, 164.5999984741211
158, 164.5999984741211
158, 164.5999984741211
158, 164.5999984741211
94, 79.5999984741211
94, 79.5999984741211
94, 79.5999984741211
94, 79.5999984741211
76, 56.599998474121094
10, 15.599998474121094
299, 69.5999984741211
222, 209.5999984741211
247, 225.5999984741211
182, 120.5999984741211
122.5374755859375, 236
32.5374755859375, 234
96.5374755859375, 239
178.5374755859375, 86.5999984741211
282.5374755859375, 92.19999694824219
188.5374755859375, 9.599998474121094
188.5374755859375, 15.599998474121094
188.5374755859375, 16.599998474121094
188.5374755859375, 16.599998474121094
188.5374755859375, 19.599998474121094
310.2249984741211, 110
52.5374755859375, 140.5999984741211
87.5374755859375, 47.599998474121094
278.2249984741211, 9
36.5374755859375, 153.5999984741211
65.2249984741211, 44
